,lat,lon,fecha_inicio,tipo_de_incendio,tipo_impacto,causa,year
268,20.653277777777777,-103.46161111111111,2015-02-27,Superficial,Minimo,Intencional,2015
269,20.657944444444443,-103.6821388888889,2015-03-07,Superficial,Minimo,Fumadores,2015
270,20.71783333333333,-103.56016666666666,2015-03-01,Superficial,Minimo,Intencional,2015
271,20.69313888888889,-103.62527777777777,2015-03-08,Superficial,Minimo,Fogatas,2015
272,20.662027777777777,-103.6461388888889,2015-03-13,Superficial,Minimo,Fumadores,2015
273,20.6185,-103.64102777777778,2015-04-05,Superficial,Minimo,Quema De Basureros,2015
274,20.651333333333334,-103.47058333333334,2015-03-30,Superficial,Minimo,Intencional,2015
275,20.583180555555554,-103.65884166666667,2015-04-02,Superficial,Minimo,Intencional,2015
276,20.649175,-103.4705388888889,2015-04-05,Superficial,Minimo,Intencional,2015
277,20.696333333333335,-103.66900000000001,2015-04-21,Superficial,Minimo,Actividades Agropecuarias,2015
278,20.681083333333333,-103.67225,2015-04-25,Superficial,Minimo,Intencional,2015
279,20.710666666666665,-103.56780555555555,2015-04-30,Superficial,Minimo,Quema De Basureros,2015
280,20.65136111111111,-103.46855555555555,2015-05-02,Superficial,Minimo,Intencional,2015
281,20.682747222222222,-103.65689166666667,2015-05-01,Superficial,Minimo,Actividades Agropecuarias,2015
282,20.653477777777777,-103.46098333333333,2015-05-07,Superficial,Minimo,Fumadores,2015
283,20.728977777777775,-103.534725,2015-05-09,Superficial,Minimo,Fumadores,2015
284,20.56747222222222,-103.55830555555555,2015-05-12,Superficial,Minimo,Naturales,2015
285,20.723805555555554,-103.59430555555555,2015-05-17,Superficial,Minimo,Quema De Basureros,2015
286,20.702305555555554,-103.66848888888889,2015-05-15,Superficial,Minimo,Actividades Agropecuarias,2015
287,20.53957777777778,-103.6388,2015-04-30,Superficial,Minimo,Actividades Agropecuarias,2015
288,20.71450833333333,-103.56451388888888,2015-05-11,Superficial,Minimo,Intencional,2015
289,20.650074999999998,-103.46271666666667,2015-05-25,Superficial,Minimo,Intencional,2015
290,20.616275,-103.48985,2015-05-15,Superficial,Minimo,Intencional,2015
291,20.540361111111114,-103.64592777777779,2015-05-25,Superficial,Minimo,Intencional,2015
292,20.554294444444444,-103.67940277777778,2015-05-22,Superficial,Minimo,Intencional,2015
293,20.62163888888889,-103.52858333333333,2015-05-21,Superficial,Minimo,Intencional,2015
294,20.651055555555555,-103.4629,2015-03-08,Superficial,Minimo,Intencional,2015
295,20.63666111111111,-103.49505277777777,2015-07-18,Superficial,Minimo,Intencional,2015
296,20.651333333333334,-103.46811111111111,2015-08-06,Superficial,Minimo,Fumadores,2015
297,20.60638888888889,-103.55180555555555,2015-08-14,Superficial,Minimo,No Determinadas,2015
298,20.59188888888889,-103.67016666666667,2016-01-10,Superficial,Minimo,Actividades Agropecuarias,2016
299,20.61916666666667,-103.50638888888889,2016-01-21,Superficial,Minimo,Fumadores,2016
300,20.6525,-103.46461111111111,2016-01-28,Superficial,Minimo,Fumadores,2016
301,20.649627777777777,-103.46390000000001,2016-02-02,Superficial,Minimo,Fumadores,2016
