FID,idpuntocalor,fecha,latlon,id_pais,id_estado,id_mun,nom_pais,nom_estado,nom_mun,vegetacion,anp,pendiente,satelite,geom,hora_gmt
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2162,5124458,2019-08-19T07:35:00,POINT(-93.11959 17.84032),1,1-27,1-27004,México,Tabasco,Centro,DESPROVISTO DE VEGETACION,NO AFECTA ANP,3.80779815,AQUA,POINT (-93.11959 17.84032),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2163,5124457,2019-08-19T07:35:00,POINT(-93.10354 17.84963),1,1-27,1-27004,México,Tabasco,Centro,PASTIZAL CULTIVADO,NO AFECTA ANP,3.86837983,AQUA,POINT (-93.10354 17.84963),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2164,5124456,2019-08-19T07:35:00,POINT(-93.11819 17.85139),1,1-27,1-27004,México,Tabasco,Centro,AGRICULTURA DE TEMPORAL,NO AFECTA ANP,3.75320196,AQUA,POINT (-93.11819 17.85139),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2165,5124455,2019-08-19T07:35:00,POINT(-93.17301 17.8918),1,1-7,1-07074,México,Chiapas,Reforma,PASTIZAL CULTIVADO,NO AFECTA ANP,2.42584658,AQUA,POINT (-93.17301 17.8918),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2166,5124454,2019-08-19T07:35:00,POINT(-93.18786 17.89361),1,1-7,1-07074,México,Chiapas,Reforma,PASTIZAL CULTIVADO,NO AFECTA ANP,3.36734772,AQUA,POINT (-93.18786 17.89361),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2167,5124453,2019-08-19T07:35:00,POINT(-92.48105 17.89843),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,2.2422626,AQUA,POINT (-92.48105 17.89843),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2168,5124452,2019-08-19T07:35:00,POINT(-92.49436 17.9001),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,NO AFECTA ANP,5.51272345,AQUA,POINT (-92.49436 17.9001),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2169,5124451,2019-08-19T07:35:00,POINT(-92.47443 17.99906),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,0.89091873,AQUA,POINT (-92.47443 17.99906),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_216a,5124450,2019-08-19T07:35:00,POINT(-92.48781 18.00075),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,5.19728804,AQUA,POINT (-92.48781 18.00075),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_216b,5124449,2019-08-19T07:35:00,POINT(-92.50121 18.00244),1,1-27,1-27012,México,Tabasco,Macuspana,TULAR,CERCA DE ANP PANTANOS DE CENTLA,2.06968522,AQUA,POINT (-92.50121 18.00244),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_216c,5124448,2019-08-19T07:35:00,POINT(-92.15647 18.64322),1,1-4,1-04003,México,Campeche,Carmen,CUERPO DE AGUA,ANP LAGUNA DE TÉRMINOS,2.46721244,AQUA,POINT (-92.15647 18.64322),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_216d,5124447,2019-08-19T07:35:00,POINT(-92.16951 18.64491),1,1-4,1-04003,México,Campeche,Carmen,VEGETACION HALOFILA HIDROFILA,ANP LAGUNA DE TÉRMINOS,1.54145956,AQUA,POINT (-92.16951 18.64491),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_216e,5124446,2019-08-19T07:35:00,POINT(-92.16212 18.64968),1,1-4,1-04003,México,Campeche,Carmen,MANGLAR,ANP LAGUNA DE TÉRMINOS,4.07697821,AQUA,POINT (-92.16212 18.64968),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_216f,5124445,2019-08-19T07:35:00,POINT(-92.17519 18.65129),1,1-4,1-04003,México,Campeche,Carmen,TULAR,ANP LAGUNA DE TÉRMINOS,3.6228261,AQUA,POINT (-92.17519 18.65129),07:35:00
puntos_calor_satelite.fid--49e299b1_16ca7a218b0_2170,5124444,2019-08-19T07:35:00,POINT(-88.78953 18.75053),1,1-23,1-23004,México,Quintana Roo,Othón P. Blanco,SELVA MEDIANA SUBPERENNIFOLIA CON VEGETACION SECUNDARIA ARBOREA,NO AFECTA ANP,7.53337097,AQUA,POINT (-88.78953 18.75053),07:35:00
